"id","keyword","keyword_free_punctuation"
"5133920","حَرْق بالبُخَار أو السائل الحار ","حرق بالبخار أو السائل الحار "
"5133922","حَرَقَ حَرقًا خفيفًا ","حرق حرقا خفيفا "
"5133926","حَرَّكَ ","حرك "
"5133927","حَرَّكَ (شيئًا) بعصبيَّة","حرك (شيئا) بعصبية"
"5133928","حَرَّكَ أو قَلَّب حَطَب النار ","حرك أو قلب حطب النار "
"5133929","حَرَّكَ بالدّوّاسة ","حرك بالدواسة "
"5133930","حَرَّكَ الذاكرة ","حرك الذاكرة "
"5133931","حَرَّكَ المشاعر ","حرك المشاعر "
"5133934","حَرَكَة إلى الأَمام ","حركة إلى الأمام "
"5133935","حَرَكَة تَدُلّ على النِّيَّة ","حركة تدل على النية "
"5133936","حَرَكَة تَشَنُّجيَّة ","حركة تشنجية "
"5133937","حَرَكَة حُرَّة (في الآلة)","حركة حرة (في الآلة)"
"5133938","حَرَكَة دَوَّامة دائِريّة ","حركة دوامة دائرية "
"5133939","حَرَكَة سريعة رَشيقة ","حركة سريعة رشيقة "
"5133940","حَرَكَة سريعة مُفَاجئة ","حركة سريعة مفاجئة "
"5133941","حَرَكَة السَّير ","حركة السير "
"5133942","حَرَكَة المَدّ والجَزْر ","حركة المد والجزر "
"5133943","حَرَكَة يَد ","حركة يد "
"5133945","حَرَكيّ ","حركي "
"5133951","حَرَمَ من ","حرم من "
"5133952","حَرَمَ من الأهلِيَّة ","حرم من الأهلية "
"5133957","الحُرُوف الأُولى (من الاسم)","الحروف الأولى (من الاسم)"
"5133958","حُرُوف كبيرة ","حروف كبيرة "
"5133959","حُرُوف مكتوبة ","حروف مكتوبة "
"5133960","حُرُوف الهِجَاء ","حروف الهجاء "
"5133967","حُرِّيَّة الاخْتِيار ","حرية الاختيار "
"5133968","حُرِّيَّة التَّصَرُّف ","حرية التصرف "
"5133969","حُرِّيَّة الدُّخُول ","حرية الدخول "
"5133981","حِزَام ","حزام "
"5133982","حِزَام الأمان أو النّجاة ","حزام الأمان أو النجاة "
"5133990","بِحَزْم ووُضُوح ","بحزم ووضوح "
"5133991","حَزْم ","حزم "
"5133994","حُزْمَة من الأَمْواج ","حزمة من الأمواج "
"5133997","حُزْن شديد ","حزن شديد "
"5134006","حِسَاب المَدِين ","حساب المدين "
"5134007","حِسَاب مَصْرِفي ","حساب مصرفي "
"5134016","بِحَسَب ","بحسب "
"5134017","بِحَسَب الظاهر ","بحسب الظاهر "
"5134018","بِحَسَب عِلمي ","بحسب علمي "
"5134019","بِحَسَب القانون ","بحسب القانون "
"5134020","بِحَسَب الموضة ","بحسب الموضة "
"5134021","حَسَبَ حِسَابَ ","حسب حساب "
"5134022","حَسَبَ الزِّيّ الحَديث ","حسب الزي الحديث "
"5134023","حَسَبَ الظَّاهر ","حسب الظاهر "
"5134024","حَسَبَ قَوْل ","حسب قول "
"5134034","حَسْرَة ","حسرة "
"5134038","حَسَمَ الأمر ","حسم الأمر "
"5134041","حُسْن ","حسن "
"5134042","حُسْنُ الأَدَب ","حسن الأدب "
"5134043","حُسْنُ التَّصَرُّف ","حسن التصرف "
"5134044","حُسْنُ تَقْديرٍ للأُمُور ","حسن تقدير للأمور "
"5134045","حُسْنُ الضِّيافة ","حسن الضيافة "
"5134046","حُسْنُ النِّيَّة ","حسن النية "
"5134049","حَسَنًا ","حسنا "
"5134063","حَشَرَ نَفْسَه ","حشر نفسه "
"5134067","الحَشَرَة بعد طَوْر اليَرَقَة ","الحشرة بعد طور اليرقة "
"5134068","حَشَرَة صَغِيرة ","حشرة صغيرة "
"5134069","حَشَرَة مُؤذِيَة ","حشرة مؤذية "
"5134082","حِصَان السِّبَاق ","حصان السباق "
"5134083","حِصَان الصَّيْدِ ","حصان الصيد "
"5134088","حِصَّة المُقَاسَمة ","حصة المقاسمة "
"5134089","حِصَّة مَقْطوعة ","حصة مقطوعة "
"5134092","حَصَرَ في فئة ","حصر في فئة "
"5134094","حَصْر (تَحديدُ المَوقِع)","حصر (تحديد الموقع)"
"5134099","حَصَلَ عَلَى ","حصل على "
"5134100","حَصَلَ عَلَى شيء (باستحقاق)","حصل على شيء (باستحقاق)"
"5134102","حَصَّلَ بِالقُوَّة ","حصل بالقوة "
"5134126","حَطَّ (الطائرُ)","حط (الطائر)"
"5134127","حَطَّ من قيمَة ","حط من قيمة "
"5134131","حَطَب جَاف لإشعال النّار ","حطب جاف لإشعال النار "
"5134137","حَظّ سعيد ","حظ سعيد "
"5134142","حَظِيرَة الطائِرات ","حظيرة الطائرات "
"5134143","حَظِيرَة للخيول ","حظيرة للخيول "
"5134154","حَفَرَ بِمثقَاب ","حفر بمثقاب "
"5134155","حَفَرَ جُحْرًا ","حفر جحرا "
"5134157","حُفْرَة في الطَّريق ","حفرة في الطريق "
"5134160","حَفَزَ ","حفز "
"5134163","حَفِظَ السِّرَّ ","حفظ السر "
"5134164","حَفِظَ عن ظَهْرِ قَلْبٍ ","حفظ عن ظهر قلب "
"5134165","حَفِظَ في مصرف ","حفظ في مصرف "
"5134166","حَفِظَ في الخلّ ","حفظ في الخل "
"5134169","حَفْلَة اسْتِقْبَال ","حفلة استقبال "
"5134170","حَفْلَة تَتْوِيج ","حفلة تتويج "
"5134171","حَفْلَة تَدْشِين بَيتٍ جديد ","حفلة تدشين بيت جديد "
"5134172","حَفْلَة تَمْثيلِيَّة ","حفلة تمثيلية "
"5134173","حَفْلَة رَقْص ","حفلة رقص "
"5134174","حَفْلَة شِواء (في الهواء الطَّلْق)","حفلة شواء (في الهواء الطلق)"
"5134175","حَفْلَة مُوسِيقِيَّة ","حفلة موسيقية "
"5134184","بِحَقّ ","بحق "
"5134185","بِحَقّ السَّماءِ! ","بحق السماء! "
"5134186","حَقّ ","حق "
"5134187","حَقّ ","حق "
"5134188","حَقّ اسْتِعْمال... ","حق استعمال... "
"5134189","حَقّ خاص ","حق خاص "
"5134190","حَقّ الطَّبع ","حق الطبع "
"5134191","حَقَّ عَلَيْهِ ","حق عليه "
"5134192","الحَقّ للمُطَالَبَة ","الحق للمطالبة "
"5134193","حَقّ المُؤَلِّف ","حق المؤلف "
"5134194","حَقّ الوُصُول ","حق الوصول "
"5134198","حِقْبَة من الزَّمَن ","حقبة من الزمن "
"5134203","حَقَّقَ أمرًا ","حقق أمرا "
"5134204","حَقَّقَ في ","حقق في "
"5134205","حَقَّقَ المَطْلوب ","حقق المطلوب "
"5134206","حَقَّقَ النَّظَر ","حقق النظر "
"5134208","حَقْل اخْتِصاص ","حقل اختصاص "
"5134209","حَقْل أَلْغَام ","حقل ألغام "
"5134210","حَقْل نَشاطٍ ","حقل نشاط "
"5134211","حَقْل نَفْط ","حقل نفط "
"5134215","حُقْنَة (عَقَّار)","حقنة (عقار)"
"5134219","حَقِيبَة ","حقيبة "
"5134220","حَقِيبَة البَريد ","حقيبة البريد "
"5134221","حَقِيبَة تُحْمَل على الظَّهر ","حقيبة تحمل على الظهر "
"5134222","حَقِيبَة السَّفَرِ (للجندي)","حقيبة السفر (للجندي)"
"5134223","حَقِيبَة ظَهْر ","حقيبة ظهر "
"5134224","حَقِيبَة كُتُب مَدْرَسيّة ","حقيبة كتب مدرسية "
"5134225","حَقِيبَة يَد السّيدات (استخدام أمريكي)","حقيبة يد السيدات (استخدام أمريكي)"
"5134226","حَقِيبَة يَدٍ نسائِيّة ","حقيبة يد نسائية "
"5134231","حَقِيقةً ","حقيقة "
"5134241","بِحُكْم ... ","بحكم ... "
"5134242","بِحُكْم الضَّرورة ","بحكم الضرورة "
"5134243","حُكْم سَيِّئ ","حكم سيئ "
"5134244","حُكْم ذاتيّ ","حكم ذاتي "
"5134245","حُكْم قَضَائِيّ ","حكم قضائي "
"5134246","حُكْم مُطْلَق ","حكم مطلق "
"5134247","حُكْم مَلَكِيّ ","حكم ملكي "
"5134249","حَكَمَ (أَصْدَرَ حُكْمًا)","حكم (أصدر حكما)"
"5134250","حَكَمَ بِعَدَم أهْلِيَّتِه لِـ ","حكم بعدم أهليته لـ "
"5134251","حَكَمَ بِغَرامَةٍ ","حكم بغرامة "
"5134254","حُكُومَة ","حكومة "
"5134261","حَلَّ ","حل "
"5134262","حَلَّ قَبْضَتَهُ عن ","حل قبضته عن "
"5134263","حَلَّ لُغْزًا ","حل لغزا "
"5134264","حَلَّ مَحَلّ ","حل محل "
"5134274","حَلَبَةُ تَزَلُّج ","حلبة تزلج "
"5134275","حَلَبَة التَّزَلُّج على الجَليد ","حلبة التزلج على الجليد "
"5134276","حَلَبَة الرَّكْض أو السِّباق ","حلبة الركض أو السباق "
"5134287","حَلْقَة (حَلَقَة) وَصْل","حلقة (حلقة) وصل"
"5134294","حُلْمٌ مُزْعِج ","حلم مزعج "
"5134302","حُلْوُ الشَّمَائِل ","حلو الشمائل "
"5134303","حُلْوُ المَعْشَر ","حلو المعشر "
"5134308","حَلْوَى قاسِيَة دَبِقَة ","حلوى قاسية دبقة "
"5134309","الحَلْوَى والفاكِهَة (بعد الطّعام)","الحلوى والفاكهة (بعد الطعام)"
"5134323","حِمَار الزَّرَد ","حمار الزرد "
"5134325","بِحَمَاسَة ","بحماسة "
"5134332","حَمَّام (غُرْفَة)","حمام (غرفة)"
"5134333","حَمَّام بُخار ","حمام بخار "
"5134334","حَمَّام سِبَاحَة ","حمام سباحة "
"5134344","حُمْرَة للتّجمِيل ","حمرة للتجميل "
"5134347","حَمَّصَ الخُبْزَ ","حمص الخبز "
"5134352","مِن الحَمْضِيَّات ","من الحمضيات "
"5134356","حَمْل ","حمل "
"5134358","حَمَلَ (على)","حمل (على)"
"5134359","حَمَلَ ","حمل "
"5134363","حِمْلٌ ","حمل "
"5134373","حَمَى من نورِ الشَّمْسِ ","حمى من نور الشمس "
"5134376","حُمَّى الملاريا أو البُرَداء ","حمى الملاريا أو البرداء "
"5134386","حَنْجَرة ","حنجرة "
"5134393","حُنْكَة سِيَاسِيّة ","حنكة سياسية "
"5134396","حَنَى الرَّأْسَ من النُّعاسِ ","حنى الرأس من النعاس "
"5134399","بِحَنِين ","بحنين "
"5134400","الحَنِين إلى الوَطَن ","الحنين إلى الوطن "
"5134417","أَحواض خَوائِيَّة (تبخيرٍ أو تبَلْورٍ)","أحواض خوائية (تبخير أو تبلور)"
"5134418","حَوْض الاسْتِحْمَام ","حوض الاستحمام "
"5134419","حَوْض رَسُوّ السُّفن ","حوض رسو السفن "
"5134420","حَوْض زُهُور ","حوض زهور "
"5134421","حَوْض الزّيت (في السيّارة (الكارتير))","حوض الزيت (في السيارة (الكارتير))"
"5134422","حَوْض الغَسْل (مَغْسَلَة)","حوض الغسل (مغسلة)"
"5134423","حَوْض لِحِفْظ الأَسْماك والنَّباتات المائِيّة (أكواريوم)","حوض لحفظ الأسماك والنباتات المائية (أكواريوم)"
"5134428","حَوْل ","حول "
"5134431","حَوَّلَ إلى حَقيقَةٍ ","حول إلى حقيقة "
"5134432","حَوَّلَ إلى مَسْرَحِيَّةٍ ","حول إلى مسرحية "
"5134434","حَوَّمَ حَول ","حوم حول "
"5134435","حَوَّمَ في الجوّ ","حوم في الجو "
"5134437","حَيّ ","حي "
"5134438","حَيّ الضَّمِير ","حي الضمير "
"5134439","حَيّ الفُقَرَاء ","حي الفقراء "
"5134440","كأنَّه حيّ ","كأنه حي "
"5134442","حَيَّا (تحيّةً عَسْكَرِيَّة)","حيا (تحية عسكرية)"
"5134446","تَمَتَّعَ بحياةٍ... ","تمتع بحياة... "
"5134456","حَيْثُما كَان ","حيثما كان "
"5134460","حَيَّر الفِكْر ","حير الفكر "
"5134463","حَيِّز التَّنْفِيذ ","حيز التنفيذ "
"5134475","حَيَوَان ألِيف مُدَلَّل ","حيوان أليف مدلل "
"5134476","حَيَوَان ثدييّ ","حيوان ثديي "
"5134477","حَيَوَان زاحِف ","حيوان زاحف "
"5134478","حَيَوَان زاحِف مُنْقَرِض ","حيوان زاحف منقرض "
"5134479","حَيَوَان قارِض ","حيوان قارض "
"5134480","حَيَوَان مَشْوي كامِل ","حيوان مشوي كامل "
"5134481","حَيَوَان مِن ذَوَات الأَرْبَع ","حيوان من ذوات الأربع "
"5134482","حَيَوَان مُوَلَّد ","حيوان مولد "
"5134484","حَيَوَانات صَدَفِيّة ","حيوانات صدفية "
"5134485","حَيَوَانات طُفَيْلِيَّة ضارَّة ","حيوانات طفيلية ضارة "
"5134508","خادِم خاصّ ","خادم خاص "
"5134509","خادِم فُنْدُقٍ ","خادم فندق "
"5134513","خَارِج البِلاَد ","خارج البلاد "
"5134514","خَارِجَ البَيْتِ ","خارج البيت "
"5134515","خَارِجٌ على القَانُون ","خارج على القانون "
"5134516","خَارِجٌ عَن ","خارج عن "
"5134517","خَارِجٌ عن السَّيْطَرَةِ ","خارج عن السيطرة "
"5134518","خَارِجَ المَنْزِلِ ","خارج المنزل "
"5134519","خَارِجًا ","خارجا "
"5134524","خَارِق للطَّبيعَة ","خارق للطبيعة "
"5134530","خَاصٌّ به ","خاص به "
"5134541","خَاصِّيَّة ","خاصية "
"5134542","خَاصِّيَّة مُمَيَّزة ","خاصية مميزة "
"5134544","خَاضَ في سِيَر الناس ","خاض في سير الناس "
"5134549","خَاطَبَ بالهاتِف ","خاطب بالهاتف "
"5134550","خَاطَبَ بِحِدَّة ","خاطب بحدة "
"5134552","خَاطَرَ بِـ ","خاطر بـ "
"5134555","خَاطِفُ عَرَبَةٍ ","خاطف عربة "
"5134564","خَالٍ من ","خال من "
"5134565","خَالٍ من التَّعْبير ","خال من التعبير "
"5134566","خَالٍ من الشُّغل ","خال من الشغل "
"5134567","خَالٍ من العَوائِق ","خال من العوائق "
"5134568","خَالٍ من الكِتابة ","خال من الكتابة "
"5134574","خَالَفَ ","خالف "
"5134577","خَالِق الكَوْن ","خالق الكون "
"5134581","خَامَة ","خامة "
"5134586","خامِل الذِّكْر ","خامل الذكر "
"5134596","خَبَّأَ في مكان مُعَيَّن ","خبأ في مكان معين "
"5134602","خَبَث (المَعْدِن أو نُفَايَتُه بعد صَهْرِه)","خبث (المعدن أو نفايته بعد صهره)"
"5134604","خَبَر صَغير ","خبر صغير "
"5134606","خِبْرَة مُثِيرَة ","خبرة مثيرة "
"5134609","خُبْز مُحَمَّص ","خبز محمص "
"5134611","خَبَطَ على غَيْرِ هُدًى ","خبط على غير هدى "
"5134618","خَبِيثُ الطَّعْمِ ","خبيث الطعم "
"5134619","خَبِيثُ الطَّويّة ","خبيث الطوية "
"5134627","خَتْم البَريد ","ختم البريد "
"5134642","خَدَّر ","خدر "
"5134651","الخِدْمَة البَريدِيّة ","الخدمة البريدية "
"5134652","خِدْمَة خاصة ","خدمة خاصة "
"5134653","الخِدْمَة الذّاتِيّة (في مَطْعَم، إلخ)","الخدمة الذاتية (في مطعم، إلخ)"
"5134654","خِدْمَة مَدَنِيّة ","خدمة مدنية "
"5134661","خَذَلَ (في وَقْتِ الشِّدَّةِ)","خذل (في وقت الشدة)"
"5134679","خَرَجَ (للتَّسْلِيَةِ)","خرج (للتسلية)"
"5134680","خَرَجَ إلى النُّور ","خرج إلى النور "
"5134681","خَرَجَ بانتظام (مع فتاة)","خرج بانتظام (مع فتاة)"
"5134682","خَرَجَ في نُزْهَةٍ ","خرج في نزهة "
"5134683","خَرَجَ مُسْرِعًا ","خرج مسرعا "
"5134698","خَرْطُوشَة بِدون رَصَاص ","خرطوشة بدون رصاص "
"5134700","خُرطوم الفِيل ","خرطوم الفيل "
"5134707","خَرْق ","خرق "
"5134709","خَرَقَ ","خرق "
"5134719","خَرُوف صَغير ","خروف صغير "
"5134724","خَرِيطَة بَحْريّة ","خريطة بحرية "
"5134725","خَرِيطَة النّجوم (عند ميلادِ شخصٍ)","خريطة النجوم (عند ميلاد شخص)"
"5134731","خِزَانَة بِأَدْراج ","خزانة بأدراج "
"5134732","خِزَانَة حَديديَّة ","خزانة حديدية "
"5134733","خِزَانَة كُتُب ","خزانة كتب "
"5134734","خِزَانَة مَلابِس (دُولاب)","خزانة ملابس (دولاب)"
"5134756","خَشَبَ الأَبنُوس ","خشب الأبنوس "
"5134757","خَشَبَ الأَرْز ","خشب الأرز "
"5134758","خَشَبَ الدَّردَار ","خشب الدردار "
"5134759","خَشَبَ الزَّان ","خشب الزان "
"5134760","الخَشَب المَصْنوع من رَقَائِق (فَنِّير، أَبْلاكَاج)","الخشب المصنوع من رقائق (فنير، أبلاكاج)"
"5134761","خَشَب مَنْشُور ","خشب منشور "
"5134762","مَصْنُوع من الخَشَب ","مصنوع من الخشب "
"5134764","خَشَبَة ضَخْمَة ","خشبة ضخمة "
"5134765","خَشَبَة المَسْرَح ","خشبة المسرح "
"5134773","خَشِن المَنْظَر ","خشن المنظر "
"5134779","خَصَّ بالذِّكْرِ ","خص بالذكر "
"5134788","خُصْلَة ","خصلة "
"5134805","مُقْتَصِر على الخُضَر ","مقتصر على الخضر "
"5134809","خَضَعَ للمُحاكمة ","خضع للمحاكمة "
"5134814","خَطّ ","خط "
"5134815","خَطّ الاسْتِواء ","خط الاستواء "
"5134816","خَطّ أنابِيب ","خط أنابيب "
"5134817","خَطّ قَضيب سِكّة الحديد ","خط قضيب سكة الحديد "
"5134818","خَطّ كتَابة باليَد ","خط كتابة باليد "
"5134819","خَطّ مَجْرى التَّفْكير ","خط مجرى التفكير "
"5134820","خَطّ حَديدي جانِبِيّ ","خط حديدي جانبي "
"5134821","خَطّ السَّاحِل ","خط الساحل "
"5134822","خَطّ سَفَر جَوِّي ","خط سفر جوي "
"5134823","خَطّ سِكَّة الحَديد ","خط سكة الحديد "
"5134824","خَطّ السَّمْت ","خط السمت "
"5134825","خَطّ سَيْر ","خط سير "
"5134826","خَطّ الطُّول ","خط الطول "
"5134827","خَطّ العَرْض ","خط العرض "
"5134828","خَطّ القِتال ","خط القتال "
"5134829","خَطّ قَصير (عَلامَة وَصْل) (شَرْطَة قصيرة)","خط قصير (علامة وصل) (شرطة قصيرة)"
"5134830","خَطّ قُطْري ","خط قطري "
"5134831","خَطّ اليَد ","خط اليد "
"5134832","خَطّ الدَّرْز ","خط الدرز "
"5134833","خَطّ حُدود مَلْعَب (الكُرَة)","خط حدود ملعب (الكرة)"
"5134834","خُطوطٌ رئيسيَّة ","خطوط رئيسية "
"5134836","أَخْطَاء (أَغلاطٌ كِتابيَّة أو مَطبعيَّة)","أخطاء (أغلاط كتابية أو مطبعية)"
"5134839","خَطَا خَطْوًا مَوْزونًا ","خطا خطوا موزونا "
"5134847","خُطْبَة دِينِيَّة ","خطبة دينية "
"5134851","خُطَّة ","خطة "
"5134852","خُطَّة مَعْرُوضة ","خطة معروضة "
"5134856","خَطَرَ بِالبال ","خطر بالبال "
"5134857","خَطَرَ على بالِهِ ","خطر على باله "
"5134858","خَطَرَ في مِشْيَتِهِ ","خطر في مشيته "
"5134870","خُطْوَةً خُطْوَة ","خطوة خطوة "
"5134871","خُطْوَةٌ واسِعةٌ ","خطوة واسعة "
"5134880","خَفَّ ","خف "
"5134884","بِخِفَّة ","بخفة "
"5134885","خِفَّة الحَرَكَة ","خفة الحركة "
"5134886","خِفَّة دَمّ ","خفة دم "
"5134888","خَفَتَ واخْتَفَى ","خفت واختفى "
"5134894","خَفَّضَ (الأسْعار والرَّواتِب، إلخ) تَخْفيضًا كَبيرًا","خفض (الأسعار والرواتب، إلخ) تخفيضا كبيرا"
"5134895","خَفَّضَ قيمَة (العُمْلة)","خفض قيمة (العملة)"
"5134896","خَفَّضَ لِفَتْرَةٍ وَجيزَةٍ ","خفض لفترة وجيزة "
"5134898","خَفَّفَ الوَزْنَ ","خفف الوزن "
"5134900","خَفَقَ (الطائرُ)","خفق (الطائر)"
"5134908","خَفيف (للسائل أو الغاز)","خفيف (للسائل أو الغاز)"
"5134909","خَفِيف الحَرَكَة ","خفيف الحركة "
"5134910","خَفِيف الظِّل ","خفيف الظل "
"5134911","خَفِيف اللّون ","خفيف اللون "
"5134912","خَفِيف الهِمَّةِ ","خفيف الهمة "
"5134920","خَلاص (في الدِّيانةِ المسيحيَّةِ)","خلاص (في الديانة المسيحية)"
"5134927","خِلافَ ذَلك ","خلاف ذلك "
"5134938","خَلَّصَ ","خلص "
"5134941","خَلَطَ (اللَّعِب)","خلط (اللعب)"
"5134942","خَلَطَ بالتَّحْريكِ ","خلط بالتحريك "
"5134943","خَلَطَ بَيْنَ ","خلط بين "
"5134944","خَلَطَ الحابِلَ بالنابِلِ ","خلط الحابل بالنابل "
"5134949","خَلَعَ ملابِسَه... ","خلع ملابسه... "
"5134955","خَلَّفَ وَراءَه ","خلف وراءه "
"5134957","خَلْفَ الكَوَالِيس ","خلف الكواليس "
"5134963","خُلُقٌ حَسَن ","خلق حسن "
"5134973","خَلَويّ (مُكَوَّنٌ من خَلايا)","خلوي (مكون من خلايا)"
"5134981","خَليج صَغير ","خليج صغير "
"5134983","خَلِيطٌ غير مُنْتَظَم ","خليط غير منتظم "
"5134984","خَلِيطٌ مَعْدنيّ ","خليط معدني "
"5134999","خَمْسَة عشر ","خمسة عشر "
"5135009","خَمائر ","خمائر "
"5135015","خِنْزِير البَحْر ","خنزير البحر "
"5135016","خِنْزِير بَرّي ","خنزير بري "
"5135031","خُوري الأَبرَشِيَّة ","خوري الأبرشية "
"5135037","خِيَار (نبات)","خيار (نبات)"
"5135040","خَيّاط ","خياط "
"5135043","خَيّال مُحْتَرِف للسِّبَاق ","خيال محترف للسباق "
"5135048","خِيَانَة عُظْمَى ","خيانة عظمى "
"5135053","خَيْرٌ لِـ ","خير لـ "
"5135054","خَيْرٌ مِن ","خير من "
"5135059","خَيْش غَليظ ","خيش غليظ "
"5135063","خَيْط حَرير ","خيط حرير "
"5135064","خَيْط غَليظ ","خيط غليظ "
"5135065","خَيْط من المطَّاط المَرِن ","خيط من المطاط المرن "
"5135077","دائِرَة (أَبْرَشِيَّة)","دائرة (أبرشية)"
"5135078","دائِرَة البُرُوج (السّماويّة)","دائرة البروج (السماوية)"
"5135079","دائِرَة مَعارِف ","دائرة معارف "
"5135082","دَائِم الخُضْرَة ","دائم الخضرة "
"5135090","داخِل (لِبّ) جَوْزَة الهِنْد","داخل (لب) جوزة الهند"
"5135091","داخِل البِناء ","داخل البناء "
"5135092","داخِل المَبنى ","داخل المبنى "
"5135100","دَارَ ","دار "
"5135101","دَارَ ","دار "
"5135102","دَارَ ","دار "
"5135103","دَارَ ","دار "
"5135104","دَارَ في خَلَدِه ","دار في خلده "
"5135106","دَارُ الأَيْتَام ","دار الأيتام "
"5135107","دَارُ البَلَدِيَّةِ ","دار البلدية "
"5135108","دَارُ سَكِّ النُّقود ","دار سك النقود "
"5135109","دَارُ السِّلاح ","دار السلاح "
"5135110","دَارُ السّينما (أو الخَيَالة)","دار السينما (أو الخيالة)"
"5135113","دَارَة ","دارة "
"5135114","دَارَة كَبيرة ","دارة كبيرة "
"5135117","دارِس مُخْتَصّ ","دارس مختص "
"5135121","بِداعي ","بداعي "
"5135123","دَاعَبَ أَوْتارَ (آلةٍ موسيقيةٍ)","داعب أوتار (آلة موسيقية)"
"5135128","دَافِع خَفيّ ","دافع خفي "
"5135129","دَافِع شديد ","دافع شديد "
"5135131","دَافَعَ (أو تَرافَعَ) عن","دافع (أو ترافع) عن"
"5135132","دَافَعَ عن (حُقوق)","دافع عن (حقوق)"
"5135135","دَافِئ ومُريح ","دافئ ومريح "
"5135137","دَاكِن البَشَرَة ","داكن البشرة "
"5135155","الدُّب الأَكْبَر (بُرْج)","الدب الأكبر (برج)"
"5135159","دَبَّرَ الأمْرَ ","دبر الأمر "
"5135160","دَبَّرَ أُمور المَنْزِلِ ","دبر أمور المنزل "
"5135161","دَبَّرَ شؤونَ... ","دبر شؤون... "
"5135162","دَبَّر مَكِيدَةً ","دبر مكيدة "
"5135176","دَبُّوس الأَمان ","دبوس الأمان "
"5135177","دَبُّوس رَسْم ","دبوس رسم "
"5135178","دَبُّوس شَعر ","دبوس شعر "
"5135181","دِثَار (أو مِعْطَف) وَاقٍ من المَطَر","دثار (أو معطف) واق من المطر"
"5135182","دِثَار صُوفيّ ","دثار صوفي "
"5135196","دُخّان ","دخان "
"5135198","دَخْل ","دخل "
"5135200","دَخَلَ (أو دَخَلَتِ السَّفينة) الميناء","دخل (أو دخلت السفينة) الميناء"
"5135201","دَخَلَ بِعُنْفٍ ","دخل بعنف "
"5135202","دَخَلَ بينَ... (تَدَخَّلَ، تَوَسَّطَ)","دخل بين... (تدخل، توسط)"
"5135203","دَخَلَ ثانِيَةً ","دخل ثانية "
"5135204","دَخَلَ عُنوَةً ","دخل عنوة "
"5135205","دَخَلَ في المحاق ","دخل في المحاق "
"5135208","دَخَّنَ (السَّمَك أو اللَّحْم)","دخن (السمك أو اللحم)"
"5135218","دَرَّاجَة ثُلاثِيّة (العَجَلات)","دراجة ثلاثية (العجلات)"
"5135219","دَرَّاجَة الرِّجل ","دراجة الرجل "
"5135220","دَرَّاجَة نارِيّة أو بُخَاريّة ","دراجة نارية أو بخارية "
"5135221","دَرَّاجَة ناريّة خَفيفَة ","دراجة نارية خفيفة "
"5135222","دَرَّاجَة ناريّة مُنْخَفِضَة ","دراجة نارية منخفضة "
"5135225","دِرَاسَة نَقْدِيّة (كِتابِيَّة)","دراسة نقدية (كتابية)"
"5135239","دَرَجٌ ","درج "
"5135244","دَرَجَةُ انْفِراجِ الزاوِيَة ","درجة انفراج الزاوية "
"5135245","دَرَجَةٌ أولى (ثانية، ثالثة، إلخ)","درجة أولى (ثانية، ثالثة، إلخ)"
"5135246","دَرَجَةُ الحَرارَة ","درجة الحرارة "
"5135247","الدَّرَجَةُ الدُّنْيا ","الدرجة الدنيا "
"5135248","دَرَجَةٌ عِلْمِيّة ","درجة علمية "
"5135249","دَرَجَةُ الغَلَيَان ","درجة الغليان "
"5135258","دَرْسُ الدِّين (في مَدْرَسَة)","درس الدين (في مدرسة)"
"5135267","دَسَّ أَنْفَهُ في ","دس أنفه في "
"5135268","دَسَّ السُّمّ ","دس السم "
"5135280","دَعَا إلى حَفْلَةٍ ","دعا إلى حفلة "
"5135284","دُعابَة ثَقيلة ","دعابة ثقيلة "
"5135292","دَعْمٌ ماليّ (عادةً حُكُوميّ)","دعم مالي (عادة حكومي)"
"5135308","الدِّفاع عن النَّفْس ","الدفاع عن النفس "
"5135311","دَفَّة المَرْكَب ","دفة المركب "
"5135313","دَفْتَر الأُسْتَاذ (في المحاسَبَة)","دفتر الأستاذ (في المحاسبة)"
"5135314","دَفْتَر تُلْصَق عَليه القُصاصات ","دفتر تلصق عليه القصاصات "
"5135315","دَفْتَر مَلْحوظات ","دفتر ملحوظات "
"5135317","دَفْعٌ بالغَيْبَة  (إِثْبَات التَّغَيُّبِ عن مَكانِ الجَريمة)","دفع بالغيبة  (إثبات التغيب عن مكان الجريمة)"
"5135320","دَفَعَ ","دفع "
"5135321","دَفَعَ أَجْرًا ","دفع أجرا "
"5135322","دَفَعَ إِكْرامِيَّة ","دفع إكرامية "
"5135323","دَفَعَ إلى السأم ","دفع إلى السأم "
"5135324","دَفَعَ بِرِفْقٍ ","دفع برفق "
"5135325","دَفَعَ بسُرعَة ","دفع بسرعة "
"5135326","دَفَعَ بعَجَلةٍ ","دفع بعجلة "
"5135327","دَفَعَ بِعُنْف ","دفع بعنف "
"5135328","دَفَعَ بالمِنْكَب ","دفع بالمنكب "
"5135329","دَفَعَ تَعْويضًا عن ","دفع تعويضا عن "
"5135330","دَفَعَ ثَمَنَ غَلْطَةٍ أو إهْمَال ","دفع ثمن غلطة أو إهمال "
"5135331","دَفَعَ ثَمَنًا أو مُقابِلاً لِـ ","دفع ثمنا أو مقابلا لـ "
"5135332","دَفَعَ شيئًا على عَجَلات ","دفع شيئا على عجلات "
"5135333","دَفَعَ مُقَدَّمًا ","دفع مقدما "
